 A6,2016,17300,24421,61.4
 A1,2016,10600,15567,76.3
 A4,2018,17500,15207,51.4
 A4,2017,15000,14864,52.3
 A4,2019,25499,9000,38.7
 A4,2019,25000,5000,38.7
 Q2,2019,31000,4264,33.2
 Q3,2019,28000,4000,42.8
 Q3,2019,28000,4000,42.2
 Q2,2019,21499,2721,49.6
 Q2,2019,26000,4000,42.2
 Q5,2016,30000,49649,42.2
 A4,2017,17000,14068,51.4
 A4,2017,14500,23092,52.3
 Q3,2017,17500,30682,50.4
 A1,2016,10500,18272,67.3
 Q2,2017,14800,23714,68.9
 A6,2016,12000,71311,61.4
 A6,2018,22000,29477,61.4
 Q5,2016,17800,60551,47.1
 A6,2017,19800,42071,61.4
 A7,2014,19500,55774,44.8
 A1,2016,9800,36462,76.3
 A3,2016,15500,25376,57.6
 A4,2017,16800,39388,67.3
 A3,2017,11500,64207,67.3
 A1,2017,12100,49221,55.4
 A1,2017,12700,27179,76.3
 A4,2014,11700,31376,58.9
 A5,2015,11500,62668,53.3
 A4,2017,17400,10001,51.4
 A6,2016,16000,52544,61.4
 A4,2016,13100,63097,49.6
 A6,2016,14700,72967,61.4
 A5,2017,21100,32771,70.6
 Q3,2018,24400,13303,40.4
 A3,2019,18750,2752,44.8
 Q3,2016,16500,23307,49.6
 A1,2017,11000,34551,67.3
 A3,2017,13400,25457,68.9
 Q2,2018,20000,12167,50.4
 A6,2015,15400,23237,67.3
 Q3,2016,15500,11863,50.4
 A4,2017,14800,21225,72.4
 A6,2015,17100,32083,61.4
 Q5,2017,25750,17039,55.4
 A4,2016,11750,72026,74.3
 A1,2017,11200,34824,67.3
 A1,2017,12800,20351,55.4
 A4,2017,16000,58028,52.3
 A5,2017,20000,44783,62.8
 A4,2014,11950,60604,67.3
 A4,2013,9400,39998,65.7
 A4,2017,20000,20852,65.7
 A6,2016,13300,79728,64.2
 A6,2017,18500,29095,64.2
 A3,2013,8300,98940,74.3
 A1,2016,13500,22780,58.9
 A5,2018,19800,20832,47.1
 Q3,2016,15400,29196,55.4
 A4,2017,13900,14392,53.3
 A4,2018,15600,20070,52.3
 A6,2016,16200,89334,62.8
 A1,2016,10600,21428,67.3
 A4,2016,14300,45485,70.6
 Q3,2016,14700,32704,60.1
 Q3,2018,19100,42209,42.2
 A4,2017,18100,17278,48.7
 A1,2017,11400,29515,67.3
 A3,2014,11600,43662,67.3
 A4,2017,17300,45225,62.8
 A6,2017,16400,45491,61.4
 Q5,2014,17100,52267,37.7
 A3,2014,11498,40807,50.4
 Q3,2014,11698,65959,49.6
 Q5,2014,18998,47648,35.8
 Q5,2017,25498,27948,40.9
 A4,2013,10498,31169,49.6
 A4,2013,9498,42011,47.1
 A6,2015,19998,56115,50.4
 A6,2015,16798,65835,61.4
 A6,2017,23998,63383,45.6
 Q5,2017,36998,34011,34
 A5,2014,13998,52132,49.6
 A4,2015,15995,38787,55.4
 A1,2017,13495,34554,55.4
 Q5,2017,30985,17502,40.4
 TT,2019,29485,3000,40.9
 A6,2015,16985,34646,61.4
 Q5,2017,26485,18000,56.5
 Q3,2018,23985,17085,47.9
 A1,2017,12485,48166,72.4
 Q5,2015,22485,38421,47.1
 A5,2015,16498,46637,61.4
 A3,2016,11998,24468,74.3
 Q5,2017,24985,29343,47.1
 A3,2019,17985,8449,51.4
 A5,2017,20485,34679,65.7
 A3,2018,16985,23860,60.1
 A4,2018,30985,21009,35.8
 A6,2019,29985,1881,47.9
 A6,2019,27985,688,47.9
 A6,2019,30985,1863,47.9
 Q7,2020,62985,10,33.2
 RS6,2016,44985,49050,29.4
 A4,2019,28985,1024,38.7
 A4,2019,24985,448,39.8
 A4,2019,26985,476,39.2
 A7,2019,39985,5201,38.7
 A3,2019,21985,2028,42.2
 A6,2019,45485,3241,39.2
 Q5,2019,33985,355,39.2
 A5,2019,28985,18,39.8
 A3,2019,29985,3122,41.5
 Q2,2019,28985,824,40.9
 A6,2019,31985,2811,47.9
 A6,2019,31985,27,50.4
 A4,2019,29485,4254,38.2
 A1,2019,17985,2252,48.7
 Q2,2019,20985,3422,47.9
 Q2,2019,23685,37,47.9
 A4,2019,27985,7299,38.2
 Q2,2019,27985,1414,40.9
 Q5,2019,36985,5135,38.2
 Q5,2019,37985,6024,38.2
 Q5,2020,37985,10,32.1
 Q7,2019,49985,10,33.2
 Q7,2019,59995,10,33.2
 Q5,2020,47895,10,30.7
 A4,2020,31985,10,42.2
 Q7,2015,29985,47606,47.9
 A1,2015,12485,26625,57.6
 A5,2018,24985,5071,50.4
 A5,2015,21985,28011,34.9
 Q3,2019,34985,10,47.1
 A5,2019,29985,10,51.4
 Q3,2019,34485,10,47.1
 A1,2019,19685,10,49.6
 A4,2019,34985,10,53.3
 A7,2019,43885,10,38.2
 A6,2019,35895,2000,47.9
 Q2,2019,26985,10,43.5
 A6,2019,46985,3510,36.2
 A3,2019,23985,10,44.8
 A5,2019,28985,10,39.8
 A5,2019,27985,1010,39.8
 A6,2019,28985,500,47.9
 A4,2019,29985,10,42.8
 A3,2019,21995,10,54.3
 A5,2019,31985,10,39.8
 A5,2019,32485,10,51.4
 A3,2019,21285,10,51.4
 Q7,2019,56985,1510,33.2
 RS3,2019,43785,10,30.1
 A4,2016,18498,29845,45.6
 A3,2014,14995,27355,42.8
 A4,2016,17998,20885,64.2
 A3,2014,10985,10534,56.5
 A3,2016,12995,25895,70.6
 A1,2016,11495,32867,67.3
 Q5,2015,18295,42793,47.1
 A6,2015,18998,49039,50.4
 Q2,2017,18485,22501,64.2
 A8,2017,38985,1420,50.4
 A5,2019,29485,10,40.4
 A5,2017,22998,26939,62.8
 A8,2014,18998,24786,47.9
 A4,2017,17698,18761,51.4
 A5,2019,27995,10,40.4
 Q3,2019,31985,10,42.8
 A4,2019,30995,10,38.7
 A3,2017,18998,22295,56.5
 Q2,2017,16995,18068,52.3
 A3,2018,19995,25000,42.2
 Q2,2017,14495,23043,55.4
 A5,2014,12998,80902,60.1
 A4,2019,32485,10,50.4
 A1,2019,20485,10,48.7
 Q3,2019,34485,10,47.1
 Q3,2016,18698,26474,52.3
 Q5,2013,15998,65458,44.1
 TT,2018,16498,34170,47.1
 Q5,2019,31998,100,33.2
 Q3,2019,35985,650,47.1
 Q5,2019,37985,10,38.2
 Q5,2019,31998,10,33.2
 A4,2019,18998,2928,41.5
 Q3,2018,19485,7157,51.4
 Q3,2016,19995,31600,50.4
 Q7,2016,47995,46600,39.2
 A3,2019,23485,10,56.5
 A5,2018,23998,14078,45.6
 A5,2015,17998,13312,57.6
 A6,2018,28985,10,50.4
 RS6,2015,46000,20982,29.4
 A6,2018,26995,15600,50.4
 A6,2019,33985,5429,47.9
 Q2,2019,30985,2710,40.9
 Q7,2019,52985,6423,33.2
 A1,2017,12698,11017,67.3
 Q3,2017,17298,16908,51.4
 A4,2017,16498,28801,49.6
 A4,2017,16798,23362,50.4
 Q5,2013,15998,50025,37.7
 Q8,2018,63985,8450,32.8
 A6,2018,27985,1790,50.4
 A4,2018,19485,10,53.3
 A4,2018,20985,10,52.3
 A3,2018,22285,6754,52.3
 Q3,2014,14500,35423,47.9
 A3,2017,25000,16703,41.5
 Q3,2017,15800,37203,51.4
 A3,2013,13500,44405,58.9
 Q3,2014,12000,79389,50.4
 A3,2015,13800,61808,57.6
 A1,2016,11000,10491,67.3
 A3,2018,19995,19000,49.6
 A1,2016,11650,18900,67.3
 A3,2014,11850,50900,68.9
 A6,2013,12495,49000,29.7
 A1,2015,15995,23081,39.8
 Q7,2020,82995,826,29.4
 A4,2019,25990,5987,38.2
 A6,2019,30995,2977,47.9
 Q5,2019,34985,7573,39.2
 Q3,2019,31995,3055,42.8
 A4,2019,29985,22,38.7
 A4,2019,28485,2250,51.4
 Q5,2016,21498,20547,47.1
 Q5,2019,32895,10,39.2
 A5,2016,22998,18828,35.8
 Q5,2019,35998,28,32.1
 Q7,2016,29985,38654,47.9
 A3,2014,16485,25764,40.4
 TT,2016,19485,28402,62.8
 A1,2015,13495,17152,56.5
 A3,2016,14995,29775,60.1
 Q5,2017,39995,7801,34
 Q5,2015,22990,60599,42.8
 A1,2017,12495,20670,57.6
 A3,2019,24985,2257,52.3
 A3,2019,24485,4039,51.4
 A3,2016,16485,21241,52.3
 Q3,2016,20485,16945,49.6
 A4,2018,24985,18010,49.6
 A4,2017,19995,29653,62.8
 A5,2014,16000,75159,34.9
 Q3,2014,14998,33842,47.9
 A3,2015,13995,42977,67.3
 A4,2019,27990,26,47.9
 A1,2016,11995,17454,67.3
 A3,2018,15995,17547,56.5
 A3,2020,35995,314,34.9
 A1,2016,13585,25010,58.9
 A6,2019,31985,3278,47.9
 A7,2019,32985,1285,39.2
 A6,2019,30985,4445,47.9
 A4,2020,34798,6998,38.2
 A4,2020,40780,6746,45.6
 Q7,2015,34995,21245,47.9
 A4,2017,18995,27394,64.2
 A1,2016,12995,29283,67.3
 A1,2016,14495,20905,56.5
 A1,2017,12995,24386,67.3
 TT,2017,24995,11621,42.8
 A3,2019,20985,3409,43.5
 Q5,2016,31995,30172,42.2
 A4,2015,13995,27016,62.8
 A4,2020,31985,7456,40.9
 A6,2019,29490,20,55.4
 A4,2019,20495,4781,40.9
 Q3,2016,21995,40254,40.4
 TT,2019,24995,12320,40.9
 Q2,2018,23995,16534,49.6
 Q3,2017,22995,20075,42.2
 A3,2016,15995,14401,60.1
 A3,2016,19995,19430,47.9
 RS4,2013,26995,28359,26.4
 Q8,2019,49995,16385,33.6
 A1,2014,11995,24764,74.3
 A1,2014,11995,26141,53.3
 A5,2020,37331,7532,39.2
 A5,2020,39454,7925,45.6
 A5,2020,37507,7639,39.8
 Q3,2020,33462,7914,48.7
 Q5,2018,30995,15706,40.4
 A4,2019,25990,4598,38.2
 A8,2018,38995,6588,48.7
 Q7,2016,31995,48248,47.9
 A3,2019,30995,4549,34.5
 A1,2019,18995,7564,51.4
 A8,2018,41995,11276,48.7
 A4,2016,19995,20141,67.3
 A3,2016,16995,16555,60.1
 A1,2017,14495,8608,67.3
 Q3,2017,19995,18380,49.6
 Q3,2017,23995,27136,40.4
 A3,2016,13995,36409,60.1
 A6,2017,27995,35219,50.4
 Q5,2018,33995,10252,40.4
 A3,2018,17490,16380,67.3
 A3,2015,14990,30530,64.2
 Q5,2016,30995,37129,42.2
 A3,2017,13995,36400,61.4
 Q7,2018,47995,8618,32.8
 Q2,2018,21995,9634,50.4
 Q2,2017,19995,18355,68.9
 Q5,2017,26995,28604,40.9
 A1,2017,15995,15187,76.3
 A5,2015,18990,43417,50.4
 A8,2018,35995,12195,50.4
 A5,2018,27995,12686,58.9
 A1,2019,23995,5356,44.1
 A4,2020,31265,7963,41.5
 A5,2020,36312,7423,51.4
 A1,2017,13995,12148,67.3
 Q5,2016,31995,44525,42.2
 Q3,2016,18495,20952,55.4
 A6,2019,33490,4582,39.2
 Q5,2014,19995,36970,47.9
 Q3,2015,17995,38244,49.6
 Q7,2015,31995,26407,47.9
 Q2,2019,23995,6484,49.6
 A3,2019,20995,3325,49.6
 Q3,2017,24995,9078,40.4
 A1,2017,12995,22427,67.3
 A4,2015,14995,41755,53.3
 A3,2015,12490,35455,58.9
 A3,2017,14298,14607,60.1
 A1,2016,11498,24952,55.4
 A5,2014,11998,49640,64.2
 Q3,2017,19998,21576,49.6
 Q5,2017,27995,20870,55.4
 A4,2017,19995,30300,62.8
 Q3,2016,19995,22353,49.6
 Q3,2016,19995,23205,55.4
 A1,2017,13995,15361,55.4
 A6,2019,29995,8598,47.9
 A3,2019,19990,6000,52.3
 A3,2019,19990,5199,52.3
 A1,2018,14995,15092,57.7
 A3,2017,36990,3059,43.5
 TT,2016,24995,28475,40.9
 A3,2013,11490,35804,54.3
 A3,2017,18495,24000,60.1
 Q7,2019,46990,3264,33.6
 A3,2019,23995,2868,52.3
 A4,2019,27990,6541,47.9
 Q5,2019,36990,4511,38.2
 Q3,2017,18995,27057,47.9
 A4,2013,12990,42185,55.4
 Q5,2015,17995,59120,47.1
 A5,2016,16498,41431,52.3
 Q5,2019,31998,30,33.2
 Q5,2019,36995,5065,38.2
 Q5,2019,36995,4638,38.2
 RS6,2017,57995,34926,29.4
 Q2,2018,22890,4642,46.3
 A6,2015,16995,29558,67.3
 A6,2019,33298,4899,47.9
 A3,2017,15995,17000,60.1
 A4,2017,20995,51204,56.5
 A3,2013,14995,38776,56.5
 Q3,2017,19995,21972,49.6
 TT,2018,39995,17648,34.5
 Q2,2017,22995,5674,52.3
 A5,2017,24995,22086,62.8
 A8,2019,39995,10090,37.7
 Q3,2015,19995,20825,47.9
 A1,2015,12995,20042,57.6
 Q2,2019,22663,3657,49.6
 Q2,2019,24368,4502,47.9
 A4,2017,19495,31214,67.3
 Q2,2018,19990,16414,50.4
 Q2,2018,21495,27198,50.4
 A3,2018,28995,17166,43.5
 A3,2018,26990,18283,44.1
 Q5,2018,27995,15076,56.5
 Q5,2017,25995,29330,56.5
 Q2,2017,19995,25520,50.4
 A4,2020,38534,7521,49.6
 A7,2019,41995,933,45.6
 A3,2019,19990,6018,52.3
 A3,2019,18495,11330,42.8
 Q5,2016,33995,23478,42.2
 Q2,2017,18995,17872,64.2
 A5,2019,30709,4327,39.8
 Q7,2019,48136,4813,33.2
 Q2,2019,24365,3578,47.9
 A6,2019,33295,4196,47.9
 A1,2015,13995,32065,55.4
 A8,2017,28995,15072,47.1
 Q3,2017,16490,50286,61.4
 Q3,2017,23995,25667,40.4
 Q7,2017,35995,33165,47.9
 Q2,2017,19995,27078,50.4
 Q2,2017,19995,29874,50.4
 Q5,2015,21995,28977,47.1
 Q3,2016,21995,28526,50.4
 Q3,2017,22995,14068,54.3
 A3,2018,18990,6321,50.4
 A8,2018,40990,4440,37.7
 A3,2019,23995,2085,51.4
 Q5,2019,37995,2712,38.2
 A6,2019,33410,3968,47.9
 Q2,2019,22997,6921,47.1
 A3,2015,14995,50062,57.6
 A1,2015,11995,31500,57.6
 A1,2015,12995,21807,57.6
 A5,2019,27990,7215,46.3
 A6,2019,29990,5397,50.4
 A3,2019,23377,4963,42.8
 A3,2017,25995,13688,40.4
 A3,2017,18995,19735,57.6
 Q3,2017,20995,22175,47.9
 A4,2018,23995,13907,49.6
 A1,2018,14495,20106,67.3
 Q5,2018,30995,7891,40.9
 A4,2019,26490,4836,48.7
 A5,2019,34259,4587,37.2
 A5,2019,35131,5721,37.2
 Q7,2019,50414,4236,33.2
 Q5,2015,21995,18188,47.1
 A5,2016,16995,41497,57.6
 A1,2016,14995,13961,58.9
 A6,2019,30990,10852,47.9
 A3,2019,18490,10059,43.5
 A3,2019,18490,5985,43.5
 A4,2019,26490,6214,38.7
 RS5,2019,59995,5089,30.1
 Q2,2019,24995,2756,42.2
 A6,2019,29490,4982,47.9
 A4,2016,17495,41505,67.3
 Q3,2017,20995,26494,47.9
 A1,2017,14495,23655,55.4
 RS5,2019,58995,3382,30.1
 A3,2018,19995,17789,54.3
 A6,2019,33640,5023,47.9
 A6,2019,53939,6238,37.7
 A5,2019,30719,4520,39.8
 A5,2019,30197,5210,39.8
 A5,2019,27022,3256,40.4
 A4,2019,37560,5201,44.1
 Q7,2019,49990,28,33.6
 A1,2017,12495,25747,67.3
 A1,2017,14995,27000,55.4
 Q5,2016,24490,51562,42.8
 A3,2016,13995,40030,83.1
 A6,2016,19495,43099,56.5
 Q2,2017,17995,18842,55.4
 A4,2016,19995,31894,64.2
 A5,2019,30728,5712,51.4
 A5,2015,18995,38540,58.9
 A1,2017,13995,25552,56.5
 A7,2015,18495,72283,54.3
 Q5,2016,34995,22809,42.2
 A3,2017,19995,16103,65.7
 A1,2016,13495,23745,57.6
 TT,2016,16995,29593,62.8
 A1,2014,13995,15300,53.3
 Q3,2018,25995,9185,48.7
 Q2,2019,25995,1592,39.2
 A1,2016,10995,45644,80.7
 Q8,2019,48995,4488,33.6
 Q5,2016,33995,29156,42.2
 A1,2015,12298,15837,58.9
 Q3,2016,15998,15264,61.4
 Q2,2018,18998,8211,49.6
 Q2,2017,21995,10962,50.4
 Q5,2016,28995,42187,42.8
 A1,2017,15995,8128,55.4
 A4,2016,13985,55697,70.6
 Q3,2015,13995,35446,54.3
 Q3,2016,18499,30366,50.4
 Q5,2017,27498,32090,40.4
 Q3,2015,15998,19300,47.9
 A4,2016,13998,37478,74.3
 A3,2019,24998,6266,38.2
 A1,2016,13995,8577,55.4
 A3,2018,18995,13147,67.3
 A6,2017,22995,24336,61.4
 Q2,2018,17495,23813,55.4
 Q2,2017,21995,17633,52.3
 A6,2015,16995,55220,64.2
 Q5,2017,22995,47952,56.5
 Q5,2014,19995,50500,44.1
 A1,2016,15495,31147,56.5
 Q2,2019,25998,79,46.3
 A5,2015,14500,56875,53.3
 A5,2015,18995,37056,53.3
 RS3,2018,39995,5431,34
 A1,2016,13995,31031,56.5
 A4,2015,17995,34906,49.6
 A4,2017,21995,14821,64.2
 A1,2016,15495,15307,55.4
 A4,2016,19995,23626,45.6
 A1,2016,12995,11892,67.3
 A1,2016,12995,42165,56.5
 A3,2019,31795,3036,34.5
 A4,2019,39995,2703,40.9
 Q7,2016,48995,41032,39.2
 A3,2018,21495,8545,53.3
 A3,2016,13498,30287,60.1
 A3,2016,14998,1893,60.1
 A4,2017,16998,6896,52.3
 TT,2016,15498,34084,62.8
 A4,2017,13985,84222,68.9
 A3,2015,10385,68428,83.1
 Q5,2018,37500,20283,34
 A4,2016,11500,56235,74.3
 A8,2017,24500,37492,47.1
 Q5,2015,21500,66959,41.5
 Q5,2014,16000,46622,47.9
 A6,2013,11995,40003,56.5
 Q5,2018,38900,20300,34
 A5,2019,24498,50,40.4
 Q2,2016,19995,23426,50.4
 A3,2015,14995,46465,54.3
 Q5,2018,29995,14600,55.4
 A1,2019,23995,3232,50.4
 A1,2017,15995,16086,55.4
 A1,2017,13995,15981,57.6
 A7,2018,38995,6850,38.2
 A3,2017,18995,16668,70.6
 A7,2018,35995,13082,39.8
 A3,2019,18995,10522,43.5
 A3,2018,19995,12795,47.1
 Q5,2018,34995,8250,38.2
 Q2,2019,23995,5859,47.9
 A4,2019,37995,8235,44.1
 Q3,2019,35995,5356,40.9
 A6,2019,34995,5565,47.9
 A4,2017,16498,13122,52.3
 Q2,2019,26495,2940,39.2
 Q5,2016,21995,26500,47.1
 A8,2020,52995,1100,40.4
 Q5,2018,30995,24408,40.4
 RS4,2020,69995,2200,28.8
 A7,2020,51995,500,38.7
 A4,2016,21995,47600,56.5
 A3,2018,22995,17252,56.5
 A5,2017,19945,49287,62.8
 A5,2017,22945,47446,62.8
 A5,2017,22990,14589,65.7
 A4,2016,13995,41279,74.3
 Q7,2018,60995,3893,39.2
 A8,2017,38995,3338,50.4
 Q5,2018,42995,4286,34
 Q5,2018,28995,22913,56.5
 Q5,2019,36995,4125,38.2
 Q3,2019,34995,4000,31.7
 Q5,2019,38495,5123,38.2
 A4,2019,43495,5000,40.9
 A5,2019,34995,6500,46.3
 Q5,2017,35995,29832,34
 Q2,2017,21495,11125,50.4
 Q5,2019,36995,11565,38.2
 A3,2019,22995,10434,42.2
 A3,2016,11990,61332,68.9
 A1,2016,11498,22669,57.6
 Q3,2016,19498,14419,52.3
 A1,2015,10698,37458,55.4
 A1,2014,11998,23015,60.1
 A6,2016,22500,26784,54.3
 Q5,2019,35995,7256,38.2
 TT,2016,17995,24256,47.1
 A4,2018,28995,11047,56.5
 A4,2017,22995,19444,57.6
 Q3,2017,17995,30123,51.4
 A4,2019,25995,7422,39.2
 A4,2016,24495,40688,42.8
 Q3,2019,38995,5454,30.7
 A3,2019,19995,12785,42.8
 A6,2019,42995,7486,39.2
 A5,2019,36995,9256,45.6
 A4,2019,29995,13690,47.9
 Q3,2016,20495,25125,50.4
 Q5,2019,34995,6400,38.2
 A3,2019,19495,3265,47.1
 Q3,2017,22995,17680,42.2
 A1,2016,11995,38502,57.6
 A1,2016,12995,36276,55.4
 Q7,2017,49995,23437,39.2
 Q5,2017,25995,20364,56.5
 A1,2016,11995,22606,57.6
 A4,2020,29995,100,39.2
 RS4,2019,52995,8503,33.6
 Q2,2019,28995,1296,34.5
 A5,2016,16995,26307,60.1
 Q7,2016,33995,34685,47.9
 A5,2016,18995,34728,57.6
 A1,2017,14995,24427,55.4
 A1,2017,12995,16763,55.4
 Q2,2017,15995,38484,55.4
 Q7,2017,52995,16837,39.2
 Q2,2017,19995,33523,58.9
 A4,2017,17298,6402,52.3
 A4,2016,15998,21944,49.6
 TT,2015,16498,19383,46.3
 A6,2019,25998,19118,47.9
 Q3,2019,38995,4436,32.1
 Q8,2019,83995,5978,30.7
 A1,2019,19995,2235,49.6
 Q3,2016,16995,52496,50.4
 A6,2016,18350,52255,61.4
 A3,2018,15590,19686,68.9
 Q7,2016,12500,26705,47.9
 A1,2016,12500,26705,58.9
 A1,2018,12500,18120,57.7
 Q3,2016,18000,11966,47.9
 A3,2016,14500,34728,57.6
 A3,2018,16995,30547,70.6
 A3,2015,13795,72406,68.9
 A6,2017,19995,52822,64.2
 A6,2015,18990,70228,54.3
 A3,2017,15795,21637,67.3
 Q3,2014,12595,52006,54.3
 Q3,2016,20495,28994,50.4
 A6,2018,37995,30,39.2
 Q5,2019,35995,7093,38.2
 Q2,2020,35495,1934,32.5
 A4,2019,28995,4708,49.6
 Q3,2019,38995,4304,37.7
 Q2,2017,19495,9256,52.3
 Q3,2018,27995,11403,38.2
 A1,2019,23995,1952,44.1
 A6,2019,41995,8060,37.7
 A6,2018,31700,7415,47.9
 A8,2018,42000,9756,37.7
 A5,2018,33500,9102,51.4
 Q5,2018,31000,6002,38.2
 Q7,2018,45000,6591,33.2
 Q2,2019,22495,1000,49.6
 A3,2019,21995,5450,44.8
 Q2,2019,29809,1000,46.3
 A5,2019,31995,1000,40.4
 A4,2016,18000,23596,48.7
 Q7,2018,55500,11719,39.2
 Q5,2019,31500,3185,39.2
 Q5,2019,30995,8744,39.2
 A6,2019,32250,238,47.9
 A5,2019,31695,4693,47.1
 Q3,2016,19000,28186,52.3
 Q3,2016,16995,37000,54.3
 A1,2017,14695,13555,55.4
 Q5,2016,31495,31031,42.2
 Q3,2016,17395,34500,49.6
 Q5,2019,33995,6412,39.2
 A3,2017,17500,14500,60.1
 A1,2017,11495,24857,76.3
 A6,2019,32494,2394,50.4
 Q5,2019,36202,1000,39.2
 Q5,2019,37395,1000,38.2
 A6,2019,31000,1000,50.4
 A8,2018,37000,10296,50.4
 A3,2018,20000,6629,42.2
 A4,2019,26495,6768,74.3
 A4,2019,23995,5363,39.8
 A7,2019,42500,4288,38.2
 A3,2014,7898,88130,64.2
 Q7,2017,50000,17927,39.2
 A5,2019,29000,6452,40.4
 A7,2019,41495,6112,38.7
 A4,2019,25995,7447,47.9
 Q5,2019,35995,4326,38.2
 Q7,2019,49995,5558,33.6
 A6,2019,31500,2408,50.4
 Q2,2019,23995,4430,40.9
 Q2,2019,23374,1000,49.6
 Q2,2019,22495,1000,49.6
 A1,2016,11495,8000,67.3
 A4,2017,19995,29885,65.7
 A3,2017,17695,14160,68.9
 A5,2019,27995,21480,48.7
 A6,2019,46000,6606,36.2
 Q3,2017,23998,12147,40.4
 A3,2017,12798,29998,61.4
 Q3,2016,17698,22168,47.9
 A1,2016,10998,24242,67.3
 A3,2017,19698,18389,57.7
 A6,2016,17298,31759,61.4
 A4,2019,24998,12853,38.2
 A4,2019,24998,13009,38.2
 Q2,2019,25998,17,46.3
 A5,2015,14998,32125,57.6
 TT,2015,15998,17416,67.3
 A5,2017,19498,27049,67.3
 Q3,2014,11950,81877,49.6
 Q3,2016,16998,27692,49.6
 Q3,2015,13995,35446,54.3
 A6,2015,16995,45000,64.2
 Q2,2018,22590,6672,57.7
 Q2,2018,20498,10005,50.4
 A4,2019,18998,2069,41.5
 A5,2019,25998,24608,39.8
 A3,2017,16495,36031,60.1
 A1,2017,13998,28752,58.9
 A1,2014,8498,58601,52.3
 A3,2017,19998,21113,55.4
 Q3,2015,13998,66047,55.4
 A6,2016,17498,24405,64.2
 A6,2015,14995,43193,65.7
 Q2,2017,16500,22379,52.3
 A6,2014,18498,36223,44.8
 TT,2016,14998,39293,62.8
 A8,2018,33498,13512,50.4
 A1,2015,9698,61194,67.3
 A4,2017,14849,58670,74.3
 A1,2016,10994,36951,67.3
 A3,2014,10202,34250,55.4
 A4,2016,15495,32811,74.3
 A6,2017,22695,31842,58.9
 A1,2016,11695,22373,55.4
 Q3,2017,17495,34617,60.1
 Q3,2015,14495,48065,55.4
 A4,2017,17795,26752,64.2
